text,Marks,topic,Year,Question_ID,section,marks,subject,
"Calculate coefficient of correlation from the data given below: X = {4, 10, 15, 12, 16}, Y = {7, 10, 15, 11, 14}.",5,Correlation Coefficient,2024,5961,Section-C,10,,
"200 digits are chosen at random from a set of tables. The frequencies of the digits are as follows: Digit: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9. Frequency: 19, 20, 18, 25, 23, 20, 16, 18, 22, 17. Use chi-square test to assess the correctness of the hypothesis that the digits were distributed in equal numbers in the tables from which they were chosen.",5,Chi-Square Test,2024,5962,Section-C,10,,
"Write a short note on Binomial, Poisson, and Normal Distributions.",5,Distributions,2024,5963,Section-C,10,,
What is Probability Distribution? Write its properties.,5,Probability Distribution,2024,5964,Section-C,10,,
What is the use of scope resolution operator?,5,C++ Basics,2024,5965,Section-A,2,,
Differentiate between encapsulation and abstraction.,5,OOP Concepts,2024,5966,Section-A,2,,
What is the use of virtual keyword?,5,C++ Basics,2024,5967,Section-A,2,,
Explain Run Time Polymorphism with example.,5,Polymorphism,2024,5968,Section-A,2,,
What are Nested classes?,5,C++ Basics,2024,5969,Section-A,2,,
"What is the use of public, private and protected access specifiers?",5,Access Specifiers,2024,5970,Section-A,2,,
When do we use reference operator with objects?,5,C++ Basics,2024,5971,Section-A,2,,
What is the use of this pointer?,5,C++ Basics,2024,5972,Section-A,2,,
What is the need of friend function?,5,Friend Function,2024,5973,Section-A,2,,
What is the difference between exception and error?,5,Exception Handling,2024,5974,Section-A,2,,
What are templates? Write a function template to find the maximum of three numbers.,5,Templates,2024,5975,Section-B,5,,
What do you mean by exception handling? Explain exception handling mechanism.,5,Exception Handling,2024,5976,Section-B,5,,
What is the difference between early and late binding? Explain late binding with the help of a program.,5,Binding,2024,5977,Section-B,5,,
Explain the difference between procedural and object-oriented programming.,5,Programming Paradigms,2024,5978,Section-B,5,,
Write a program to find the factorial of a number using a friend function.,5,Friend Function,2024,5979,Section-B,5,,
Write a program to add two complex numbers by overloading the + operator.,5,Operator Overloading,2024,5980,Section-C,10,,
"How to remove ambiguity from hybrid inheritance, explain with the help of a program.",5,Inheritance,2024,5981,Section-C,10,,
What are copy constructors? Explain with a suitable program.,5,Constructors,2024,5982,Section-C,10,,
What is the use of a constructor with the help of a program?,5,Constructors,2024,5983,Section-C,10,,
"What is soft computing? Also, differentiate between supervised and unsupervised learning.",5,Soft Computing,2024,5984,Section-A,2,,
What is Adaptive Linear Neuron? Explain.,5,Neural Networks,2024,5985,Section-A,2,,
"What is fuzzy logic? Also, explain fuzzy decision making.",5,Fuzzy Logic,2024,5986,Section-A,2,,
List the defuzzification techniques. Also explain any one of them.,5,Fuzzy Logic,2024,5987,Section-A,2,,
Differentiate between classical relations and fuzzy relations.,5,Relations,2024,5988,Section-A,2,,
Differentiate between Fuzzy Arithmetic and Fuzzy measures.,5,Fuzzy Arithmetic,2024,5989,Section-A,2,,
What is a genetic algorithm? Explain.,5,Genetic Algorithm,2024,5990,Section-A,2,,
Differentiate between General GA and Classical GA.,5,Genetic Algorithm,2024,5991,Section-A,2,,
What are the different operators in a genetic algorithm?,5,Genetic Algorithm,2024,5992,Section-A,2,,
What is genetic programming? Explain.,5,Genetic Programming,2024,5993,Section-A,2,,
What is a fuzzy rule-based system? Explain.,5,Fuzzy Logic,2024,5994,Section-A,2,,
Differentiate between classical and fuzzy sets.,5,Fuzzy Sets,2024,5995,Section-A,2,,
What is a Neuro-fuzzy hybrid system? Explain.,5,Neuro-Fuzzy Systems,2024,5996,Section-A,2,,
What is a Genetic-Neuro hybrid system? Explain.,5,Hybrid Systems,2024,5997,Section-A,2,,
What is Artificial Neural Networks? Explain.,5,Neural Networks,2024,5998,Section-A,2,,
What is Associative memory networks? Explain.,5,Neural Networks,2024,5999,Section-A,2,,
List the different IKE phases.,5,Networking,2024,6000,Section-A,2,,
What is frequency reuse?,5,Networking,2024,6001,Section-A,2,,
Give the limitations of wireless communication systems.,5,Wireless Communication,2024,6002,Section-A,2,,
What is intersystem handoff?,5,Networking,2024,6003,Section-A,2,,
What is the role of Wireless Local Loop (WLL)?,5,Networking,2024,6004,Section-A,2,,
What are the different modes of operation in DES?,5,Cryptography,2024,6005,Section-A,2,,
List the two advantages of double DES.,5,Cryptography,2024,6006,Section-A,2,,
Differentiate between public key and private key cryptosystems.,5,Cryptography,2024,6007,Section-A,2,,
Define cryptanalysis.,5,Cryptography,2024,6008,Section-A,2,,
What is the significance of DHCP server in a network?,5,Networking,2024,6009,Section-A,2,,
Discuss authentication header (AH) and Encapsulating Security Payload (ESP) in detail with their packet format.,5,Security,2024,6010,Section-B,5,,
Explain the working of 2G cellular networks.,5,Networking,2024,6011,Section-B,5,,
Discuss the various channel assignment strategies for wireless systems.,5,Wireless Systems,2024,6012,Section-B,5,,
Describe the IPv6 header structure.,5,Networking,2024,6013,Section-B,5,,
Differentiate between Adhoc Networks and Cellular Networks.,5,Networking,2024,6014,Section-B,5,,
Explain AES algorithm with all its rounds in detail.,5,Cryptography,2024,6015,Section-C,10,,
Explain any two routing protocols of Adhoc Networks in detail.,5,Networking,2024,6016,Section-C,10,,
Write short notes on: a) Domain Name Server (DNS) b) Simple Mail Transfer Protocol (SMTP) c) Local Multipoint Distribution System (LMDS) d) RSA Algorithm.,5,Networking & Security,2024,6017,Section-C,10,,
Differentiate between ipv4 and ipv6.,5,Networking,2024,6018,Section-A,2,,
What is difference between Transport and Tunnel mode?,5,Networking,2024,6019,Section-A,2,,
Define Handoff?,5,Networking,2024,6020,Section-A,2,,
Compare 1G and 3G cellular Networks.,5,Cellular Networks,2024,6021,Section-A,2,,
Define Frequency reuse.,5,Networking,2024,6022,Section-A,2,,
Explain four salient features of Personal Area Network.,5,Networking,2024,6023,Section-A,2,,
Define Interference.,5,Networking,2024,6024,Section-A,2,,
Write down various differences between Adhoc and Cellular Networks.,5,Networking,2024,6025,Section-A,2,,
Define Photrius.,5,Networking,2024,6026,Section-A,2,,
List advantages of Ad-Hoc Networks over traditional Networks.,5,Networking,2024,6027,Section-A,2,,
"Write down difference between FDMA, CDMA, TDMA and SDMA.",5,Networking,2024,6028,Section-B,5,,
Explain the capacity extension techniques: Cell Splitting.,5,Networking,2024,6029,Section-B,5,,
Explain 2G Cellular Networks.,5,Cellular Networks,2024,6030,Section-B,5,,
Explain Dynamic Source Routing Protocol for Adhoc Networks.,5,Networking,2024,6031,Section-B,5,,
Explain various features of Adhoc Networks.,5,Networking,2024,6032,Section-B,5,,
Explain simple key management and internet key exchange for internet protocol wireless system design.,5,Networking & Security,2024,6033,Section-C,10,,
Discuss various channel assignment strategies for wireless systems.,5,Networking,2024,6034,Section-C,10,,
"Explain any two following terms: Payload (ESP), Authentication Header.",5,Security,2024,6035,Section-C,10,,
What are postfix expressions?,5,Data Structures,2024,6036,Section-A,2,,
What are the applications of Queue?,5,Data Structures,2024,6037,Section-A,2,,
What do you mean by depth of tree?,5,Data Structures,2024,6038,Section-A,2,,
What is a top pointer of stack?,5,Data Structures,2024,6039,Section-A,2,,
What is need for Garbage collection?,5,Data Structures,2024,6040,Section-A,2,,
Define the term Dynamic memory allocation.,5,Data Structures,2024,6041,Section-A,2,,
Write a short note on Hash Tables?,5,Data Structures,2024,6042,Section-A,2,,
Discuss B-trees?,5,Data Structures,2024,6043,Section-A,2,,
What is algorithm complexity?,5,Algorithms,2024,6044,Section-A,2,,
Write briefly about Sparse matrix.,5,Data Structures,2024,6045,Section-A,2,,
Write a detailed note on AVL Tree.,5,Data Structures,2024,6046,Section-B,5,,
Write a detailed note on Bubble Sort.,5,Algorithms,2024,6047,Section-B,5,,
Write an algorithm to traverse a graph using Breadth First Search.,5,Algorithms,2024,6048,Section-B,5,,
Write an algorithm for deleting a specific element from an array.,5,Algorithms,2024,6049,Section-B,5,,
Discuss some of the common operations that can be performed on data structures.,5,Data Structures,2024,6050,Section-B,5,,
"Build a heap H from the following list of numbers: 40, 65, 15, 48, 14, 50, 17, 22.",5,Data Structures,2024,6051,Section-B,5,,
Convert the given Infix expression to Postfix expression using Stack and show the details of Stack in each step. Expression: (a—bc * d) * (e—f/g).,5,Algorithms,2024,6052,Section-C,10,,
How queues are represented in memory? Write their applications.,5,Data Structures,2024,6053,Section-C,10,,
How a linear array is represented in memory?,5,Data Structures,2024,6054,Section-C,10,,
Write an algorithm to insert a new node in linked list.,5,Data Structures,2024,6055,Section-C,10,,
What are the tree traversal techniques? Explain each with an example.,5,Data Structures,2024,6056,Section-C,10,,
List the different IKE phases.,5,Networking,2024,6057,Section-A,2,,
What is frequency reuse?,5,Networking,2024,6058,Section-A,2,,
Give the limitations of wireless communication systems.,5,Networking,2024,6059,Section-A,2,,
What is intersystem handoff?,5,Networking,2024,6060,Section-A,2,,
What is the role of Wireless Local Loop (WLL)?,5,Networking,2024,6061,Section-A,2,,
What are the different modes of operation in DES?,5,Cryptography,2024,6062,Section-A,2,,
List the two advantages of double DES.,5,Cryptography,2024,6063,Section-A,2,,
Differentiate between public key and private key cryptosystems.,5,Cryptography,2024,6064,Section-A,2,,
Define cryptanalysis.,5,Cryptography,2024,6065,Section-A,2,,
What is the significance of DHCP server in a network?,5,Networking,2024,6066,Section-A,2,,
Explain the working of 2G cellular networks.,5,Cellular Networks,2024,6067,Section-B,5,,
Discuss the various channel assignment strategies for wireless systems.,5,Networking,2024,6068,Section-B,5,,
Describe the IPv6 header structure.,5,Networking,2024,6069,Section-B,5,,
Differentiate between Adhoc Networks and Cellular Networks.,5,Networking,2024,6070,Section-B,5,,
Explain AES algorithm with all its rounds in detail.,5,Cryptography,2024,6071,Section-C,10,,
Explain any two routing protocols of Adhoc Networks in detail.,5,Networking,2024,6072,Section-C,10,,
Write short notes on: a) Domain Name Server (DNS) b) Simple Mail Transfer Protocol (SMTP) c) Local Multipoint Distribution System (LMDS) d) RSA Algorithm.,5,Networking & Security,2024,6073,Section-C,10,,
Discuss authentication header (AH) and Encapsulating Security Payload (ESP) in detail.,5,Networking,2024,6074,Section-A,2,,
What is logical data independence?,5,Relational Database Management System,2024,6075,Section-A,2,,
Explain INF.,5,Relational Database Management System,2024,6076,Section-A,2,,
Differentiate selection operation and union operation of relational algebra.,5,Relational Database Management System,2024,6077,Section-A,2,,
Write the basic structure of a SQL query.,5,Relational Database Management System,2024,6078,Section-A,2,,
What is a firewall?,5,Relational Database Management System,2024,6079,Section-A,2,,
Differentiate DML and DDL commands.,5,Relational Database Management System,2024,6080,Section-A,2,,
What is an aborted transaction?,5,Relational Database Management System,2024,6081,Section-A,2,,
Explain use of Revoke command in SQL.,5,Relational Database Management System,2024,6082,Section-A,2,,
What is an index?,5,Relational Database Management System,2024,6083,Section-A,2,,
Explain concept of primary key and candidate key.,5,Relational Database Management System,2024,6084,Section-A,2,,
What is a risk? Discuss the various risks in projects.,5,Software Project Management,2024,6085,Section-B,5,,
Explain the mechanisms for monitoring and controlling projects.,5,Software Project Management,2024,6086,Section-B,5,,
What is motivation? Describe some models of motivation.,5,Software Project Management,2024,6087,Section-B,5,,
Discuss step wise project planning with example.,5,Software Project Management,2024,6088,Section-B,5,,
What is the Cost-Benefit analysis in projects? List the steps for performing analysis.,5,Software Project Management,2024,6089,Section-B,5,,
"Describe the following with example and also give the significance of each: (i) PERT, (ii) CPM.",5,Software Project Management,2024,6090,Section-C,10,,
What are various types of Contracts? Also discuss various aspects of Contract Management with the help of suitable example.,5,Software Project Management,2024,6091,Section-C,10,,
What do you mean by Software Quality? Explain. Discuss various software quality metrics and indicators.,5,Software Project Management,2024,6092,Section-C,10,,
What is Web Server?,5,Web Technologies,2024,6093,Section-A,2,,
List various demerits of Ajax.,5,Web Technologies,2024,6094,Section-A,2,,
Differentiate HTML and XML.,5,Web Technologies,2024,6095,Section-A,2,,
Is JQuery a replacement for Javascript? How?,5,Web Technologies,2024,6096,Section-A,2,,
Differentiate between Client-Side validation and Server-Side Validation.,5,Web Technologies,2024,6097,Section-A,2,,
How do you get information from a form that is submitted using the GET method?,5,Web Technologies,2024,6098,Section-A,2,,
What is XSLT?,5,Web Technologies,2024,6099,Section-A,2,,
What is JSON?,5,Web Technologies,2024,6100,Section-A,2,,
What tag is used to define a link?,5,Web Technologies,2024,6101,Section-A,2,,
What is the difference between cellspacing and cellpadding?,5,Web Technologies,2024,6102,Section-A,2,,
Write a Javascript that uses function ‘c-area’ to prompt the user for the radius of a circle then calculate and print the area of a circle.,5,Web Technologies,2024,6103,Section-B,5,,
Explain how connection can be established to a database using PHP.,5,Web Technologies,2024,6104,Section-B,5,,
What is DTD? Explain different types of DTD with the help of example.,5,Web Technologies,2024,6105,Section-B,5,,
How to create tables in HTML?,5,Web Technologies,2024,6106,Section-B,5,,
"Create, test and validate an HTML document to describe an unordered list of at least four elements. One of the elements should have a nested list of at least three cities in the state.",5,Web Technologies,2024,6107,Section-B,5,,
Create a simple CSS style sheet to display your XML data. Explain different dialog boxes in Javascript with the help of example.,5,Web Technologies,2024,6108,Section-C,10,,
How to create forms in Bootstrap? How to create an image gallery in Bootstrap?,5,Web Technologies,2024,6109,Section-C,10,,
What is the importance of a device driver?,5,Computer Peripherals and Interfaces,2024,6110,Section-A,2,,
What is the use of address bus?,5,Computer Peripherals and Interfaces,2024,6111,Section-A,2,,
What is the role of interrupts in IO data transfers?,5,Computer Peripherals and Interfaces,2024,6112,Section-A,2,,
Explain the need of video RAM.,5,Computer Peripherals and Interfaces,2024,6113,Section-A,2,,
Explain the concept of multiple monitors.,5,Computer Peripherals and Interfaces,2024,6114,Section-A,2,,
Explain Serial ATA.,5,Computer Peripherals and Interfaces,2024,6115,Section-A,2,,
What is the use of AGP?,5,Computer Peripherals and Interfaces,2024,6116,Section-A,2,,
Differentiate between IDE and SCSI.,5,Computer Peripherals and Interfaces,2024,6117,Section-A,2,,
Differentiate between Static and Dynamic Memories.,5,Computer Peripherals and Interfaces,2024,6118,Section-A,2,,
What is the use of TV Tuner Controller?,5,Computer Peripherals and Interfaces,2024,6119,Section-A,2,,
Differentiate between ISA and EISA.,5,Computer Peripherals and Interfaces,2024,6120,Section-B,5,,
Explain the features of VL Bus. Why this bus could not last for longer time?,5,Computer Peripherals and Interfaces,2024,6121,Section-B,5,,
Explain ATA and its various standards.,5,Computer Peripherals and Interfaces,2024,6122,Section-B,5,,
What is the minimum VRAM requirement (in MB) for 4096 colors and 800x600 resolution?,5,Computer Peripherals and Interfaces,2024,6123,Section-B,5,,
Differentiate between Serial and Parallel Data transfer.,5,Computer Peripherals and Interfaces,2024,6124,Section-B,5,,
What is RAID? Explain different levels of RAID.,5,Computer Peripherals and Interfaces,2024,6125,Section-C,10,,
What should be the criteria to select a monitor for a computer system? Compare IEEE1394 and USB.,5,Computer Peripherals and Interfaces,2024,6126,Section-C,10,,
What are the advantages of advanced drivers for RAID systems?,5,Computer Peripherals and Interfaces,2024,6127,Section-C,10,,
"Write short notes on: (a) Recent Progress in the peripheral and bus system, (b) PCI Bus",5,Computer Peripherals and Interfaces,2024,6128,Section-C,10,,
Discuss authentication header (AH) and Encapsulating Security Payload (ESP) in detail.,5,Networking,2024,6129,Section-A,2,,
What is logical data independence?,5,Relational Database Management System,2024,6130,Section-A,2,,
Explain INF.,5,Relational Database Management System,2024,6131,Section-A,2,,
Differentiate selection operation and union operation of relational algebra.,5,Relational Database Management System,2024,6132,Section-A,2,,
Write the basic structure of a SQL query.,5,Relational Database Management System,2024,6133,Section-A,2,,
What is a firewall?,5,Relational Database Management System,2024,6134,Section-A,2,,
Differentiate DML and DDL commands.,5,Relational Database Management System,2024,6135,Section-A,2,,
What is an aborted transaction?,5,Relational Database Management System,2024,6136,Section-A,2,,
Explain use of Revoke command in SQL.,5,Relational Database Management System,2024,6137,Section-A,2,,
What is an index?,5,Relational Database Management System,2024,6138,Section-A,2,,
Explain concept of primary key and candidate key.,5,Relational Database Management System,2024,6139,Section-A,2,,
What is a risk? Discuss the various risks in projects.,5,Software Project Management,2024,6140,Section-B,5,,
Explain the mechanisms for monitoring and controlling projects.,5,Software Project Management,2024,6141,Section-B,5,,
What is motivation? Describe some models of motivation.,5,Software Project Management,2024,6142,Section-B,5,,
Discuss step wise project planning with example.,5,Software Project Management,2024,6143,Section-B,5,,
What is the Cost-Benefit analysis in projects? List the steps for performing analysis.,5,Software Project Management,2024,6144,Section-B,5,,
"Describe the following with example and also give the significance of each: (i) PERT, (ii) CPM.",5,Software Project Management,2024,6145,Section-C,10,,
What are various types of Contracts? Also discuss various aspects of Contract Management with the help of suitable example.,5,Software Project Management,2024,6146,Section-C,10,,
What do you mean by Software Quality? Explain. Discuss various software quality metrics and indicators.,5,Software Project Management,2024,6147,Section-C,10,,
What is Web Server?,5,Web Technologies,2024,6148,Section-A,2,,
List various demerits of Ajax.,5,Web Technologies,2024,6149,Section-A,2,,
Differentiate HTML and XML.,5,Web Technologies,2024,6150,Section-A,2,,
Is JQuery a replacement for Javascript? How?,5,Web Technologies,2024,6151,Section-A,2,,
Differentiate between Client-Side validation and Server-Side Validation.,5,Web Technologies,2024,6152,Section-A,2,,
How do you get information from a form that is submitted using the GET method?,5,Web Technologies,2024,6153,Section-A,2,,
What is XSLT?,5,Web Technologies,2024,6154,Section-A,2,,
What is JSON?,5,Web Technologies,2024,6155,Section-A,2,,
What tag is used to define a link?,5,Web Technologies,2024,6156,Section-A,2,,
What is the difference between cellspacing and cellpadding?,5,Web Technologies,2024,6157,Section-A,2,,
Write a Javascript that uses function ‘c-area’ to prompt the user for the radius of a circle then calculate and print the area of a circle.,5,Web Technologies,2024,6158,Section-B,5,,
Explain how connection can be established to a database using PHP.,5,Web Technologies,2024,6159,Section-B,5,,
What is DTD? Explain different types of DTD with the help of example.,5,Web Technologies,2024,6160,Section-B,5,,
How to create tables in HTML?,5,Web Technologies,2024,6161,Section-B,5,,
"Create, test and validate an HTML document to describe an unordered list of at least four elements. One of the elements should have a nested list of at least three cities in the state.",5,Web Technologies,2024,6162,Section-B,5,,
Create a simple CSS style sheet to display your XML data. Explain different dialog boxes in Javascript with the help of example.,5,Web Technologies,2024,6163,Section-C,10,,
How to create forms in Bootstrap? How to create an image gallery in Bootstrap?,5,Web Technologies,2024,6164,Section-C,10,,
What is the importance of a device driver?,5,Computer Peripherals and Interfaces,2024,6165,Section-A,2,,
What is the use of address bus?,5,Computer Peripherals and Interfaces,2024,6166,Section-A,2,,
What is the role of interrupts in IO data transfers?,5,Computer Peripherals and Interfaces,2024,6167,Section-A,2,,
Explain the need of video RAM.,5,Computer Peripherals and Interfaces,2024,6168,Section-A,2,,
Explain the concept of multiple monitors.,5,Computer Peripherals and Interfaces,2024,6169,Section-A,2,,
Explain Serial ATA.,5,Computer Peripherals and Interfaces,2024,6170,Section-A,2,,
What is the use of AGP?,5,Computer Peripherals and Interfaces,2024,6171,Section-A,2,,
Differentiate between IDE and SCSI.,5,Computer Peripherals and Interfaces,2024,6172,Section-A,2,,
Differentiate between Static and Dynamic Memories.,5,Computer Peripherals and Interfaces,2024,6173,Section-A,2,,
What is the use of TV Tuner Controller?,5,Computer Peripherals and Interfaces,2024,6174,Section-A,2,,
Differentiate between ISA and EISA.,5,Computer Peripherals and Interfaces,2024,6175,Section-B,5,,
Explain the features of VL Bus. Why this bus could not last for longer time?,5,Computer Peripherals and Interfaces,2024,6176,Section-B,5,,
Explain ATA and its various standards.,5,Computer Peripherals and Interfaces,2024,6177,Section-B,5,,
What is the minimum VRAM requirement (in MB) for 4096 colors and 800x600 resolution?,5,Computer Peripherals and Interfaces,2024,6178,Section-B,5,,
Differentiate between Serial and Parallel Data transfer.,5,Computer Peripherals and Interfaces,2024,6179,Section-B,5,,
What is RAID? Explain different levels of RAID.,5,Computer Peripherals and Interfaces,2024,6180,Section-C,10,,
What should be the criteria to select a monitor for a computer system? Compare IEEE1394 and USB.,5,Computer Peripherals and Interfaces,2024,6181,Section-C,10,,
What are the advantages of advanced drivers for RAID systems?,5,Computer Peripherals and Interfaces,2024,6182,Section-C,10,,
"Write short notes on: (a) Recent Progress in the peripheral and bus system, (b) PCI Bus",5,Computer Peripherals and Interfaces,2024,6183,Section-C,10,,
What is Web Server?,5,Web Technologies,2024,6184,Section-A,2,,
List various demerits of Ajax.,5,Web Technologies,2024,6185,Section-A,2,,
Differentiate HTML and XML.,5,Web Technologies,2024,6186,Section-A,2,,
Is JQuery replacement of JavaScript? How?,5,Web Technologies,2024,6187,Section-A,2,,
Differentiate between Client-Side validation and Server-Side validation.,5,Web Technologies,2024,6188,Section-A,2,,
How do you get information from a form that is submitted using the 'GET' method?,5,Web Technologies,2024,6189,Section-A,2,,
What is XSLT?,5,Web Technologies,2024,6190,Section-A,2,,
What is JSON? What does Stringify(myjavascriptobject) do?,5,Web Technologies,2024,6191,Section-A,2,,
What tag is used to define a link?,5,Web Technologies,2024,6192,Section-A,2,,
What is the difference between cellspacing and cellpadding?,5,Web Technologies,2024,6193,Section-A,2,,
Write a JavaScript that uses the function 'c-area' to prompt the user for the radius of a circle then calculate and print the area of the circle.,5,Web Technologies,2024,6194,Section-B,5,,
Explain how a connection can be established to a database using PHP.,5,Web Technologies,2024,6195,Section-B,5,,
What is DTD? Explain different types of DTD with the help of example.,5,Web Technologies,2024,6196,Section-B,5,,
How to create tables in HTML?,5,HTML,2024,6197,Section-B,5,,
"Create, test, and validate an HTML document to describe an unordered list of at least four states. Each item of the list must have a nested list of at least three cities in the state.",5,HTML,2024,6198,Section-B,5,,
Create a simple CSS stylesheet to display your XML data.,5,CSS & XML,2024,6199,Section-C,10,,
Explain different dialog boxes in JavaScript with the help of examples.,5,JavaScript,2024,6200,Section-C,10,,
How to create forms in Bootstrap?,5,Bootstrap,2024,6201,Section-C,10,,
How to create an image gallery in Bootstrap?,5,Bootstrap,2024,6202,Section-C,10,,
Write a short note on the following: 1. Internet Addressing 2. Cookies 3. AJAX server script 4. PHP Session,5,Web Technologies,2024,6203,Section-C,10,,
Define Big data with its characteristics and applications. Explain how big data processing differs from distributed processing.,5,Big Data Analytics,2024,6204,Section-A,10,,
What is Hadoop Ecosystem? Discuss various components of Hadoop Ecosystem.,5,Big Data Analytics,2024,6205,Section-A,10,,
Define the following terms for Big Data: I. Structured data II. Semi-structured data III. Unstructured data.,5,Big Data Analytics,2024,6206,Section-B,3,,
Define HDFS. Explain HDFS Architecture with diagram.,5,Big Data Analytics,2024,6207,Section-B,10,,
Discuss the functions of Job Tracker and Task Tracker.,5,Big Data Analytics,2024,6208,Section-B,7,,
Distinguish between the old and new versions of Hadoop API for MapReduce framework.,5,Big Data Analytics,2024,6209,Section-B,10,,
Explain Distance Measures of big data.,5,Big Data Analytics,2024,6210,Section-B,5,,
Describe Map and Reduce phases of MapReduce.,5,Big Data Analytics,2024,6211,Section-B,5,,
Explain Hadoop YARN in detail with failure in classic MapReduce. Also explain YARN commands in brief.,5,Big Data Analytics,2024,6212,Section-B,20,,
Explain in brief various techniques used for visual data representation.,5,Big Data Analytics,2024,6213,Section-B,10,,
Explain different input and output Formats present in Hadoop and MapReduce.,5,Big Data Analytics,2024,6214,Section-B,10,,
List the different NOSQL data stores. Explain all with the help of diagrams.,5,Big Data Analytics,2024,6215,Section-B,20,,
"Discuss big data in healthcare, transportation, and medicine.",5,Big Data Analytics,2024,6216,Section-B,7,,
How NOSQL is different from relational databases?,5,Big Data Analytics,2024,6217,Section-B,3,,
Explain Data Visualization in Big Data Analytics.,5,Big Data Analytics,2024,6218,Section-B,10,,
Define R and How constants and variables are declared in R. Explain how arithmetic operations are performed in R with the help of suitable examples.,5,Big Data Analytics,2024,6219,Section-B,10,,
What is software? What are the development lifecycle phases?,5,Software Engineering,2024,6220,Section-A,2,,
What is meant by system requirements?,5,Software Engineering,2024,6221,Section-A,2,,
How do we assess the quality of software design?,5,Software Engineering,2024,6222,Section-A,2,,
Why does software fail after it has passed from acceptance testing?,5,Software Engineering,2024,6223,Section-A,2,,
State the importance of scheduling activity in Project management.,5,Software Engineering,2024,6224,Section-A,2,,
Can a program be correct and still not exhibit good quality? Explain.,5,Software Engineering,2024,6225,Section-A,2,,
What is software validation?,5,Software Engineering,2024,6226,Section-A,2,,
Define Feasibility Study.,5,Software Engineering,2024,6227,Section-A,2,,
What are Functional Requirements?,5,Software Engineering,2024,6228,Section-A,2,,
What is software Measurement?,5,Software Engineering,2024,6229,Section-A,2,,
What is Software Requirement Specification? What are the characteristics of a good SRS document?,5,Software Engineering,2024,6230,Section-B,5,,
What is Integration Testing? How it is different from system testing?,5,Software Engineering,2024,6231,Section-B,5,,
What are the different types of maintenance that a software product might need? Why is maintenance required?,5,Software Engineering,2024,6232,Section-B,5,,
List five desirable characteristics that a good user interface should possess.,5,Software Engineering,2024,6233,Section-B,5,,
Explain the concept of Cohesion and Coupling. How can an ideal design in which modules have high cohesion and low coupling be achieved?,5,Software Engineering,2024,6234,Section-B,5,,
"What is the use of charts like Gantt, PERT/CPM? Give an example.",5,Software Engineering,2024,6235,Section-C,10,,
Discuss how user experience and usability design are related.,5,Software Engineering,2024,6236,Section-C,10,,
What are the different Software Process Models? Discuss them with their advantages and disadvantages.,5,Software Engineering,2024,6237,Section-C,10,,
What is Software Testing? Explain different types of testing.,5,Software Engineering,2024,6238,Section-C,10,,
Explain why high-level design is important for a software project and what processes are included in it.,5,Software Engineering,2024,6239,Section-C,10,,
Compare ‘Analog signal processing’ with ‘Digital signal Processing’.,20,,2024,6240,A,2,Digital Signal Processing,
What is ‘Region of Convergence (ROC)’? Explain.,20,,2024,6241,A,2,Digital Signal Processing,
Differentiate between ‘general purpose processor’ and ‘DSP processor’.,20,,2024,6242,A,2,Digital Signal Processing,
Explain the concept of ‘stability and causality’.,20,,2024,6243,A,2,Digital Signal Processing,
Explain any two properties of ‘Z-transform’.,20,,2024,6244,A,2,Digital Signal Processing,
"With the help of an example, distinguish between ‘Correlation’ and ‘Autocorrelation’.",20,,2024,6245,A,2,Digital Signal Processing,
What do you understand from Circular Convolution? How is it different from Linear Convolution?,20,,2024,6246,A,2,Digital Signal Processing,
Sketch the basic block diagram of ‘Digital Signal Processing system’.,20,,2024,6247,A,2,Digital Signal Processing,
What is the basic difference between ‘FIR filters’ and ‘IIR filters’?,20,,2024,6248,A,2,Digital Signal Processing,
What is the importance of the ‘matched Z-transformation’ in filter designing?,20,,2024,6249,A,2,Digital Signal Processing,
What are the effects of ‘coefficient quantization’ and ‘round-off noise’ in digital filters? Explain briefly.,5,,2024,6250,B,5,Digital Signal Processing,
"Determine the z-transform and ROC of the signal (i) x(n) = [3(2^n) - 4^n]u(n), (ii) x(n) = (cosω₀n)u(n)",5,,2024,6251,B,5,Digital Signal Processing,
Discuss the advantages of digital signal processing and also discuss its applications.,5,,2024,6252,B,5,Digital Signal Processing,
Briefly explain the steps for IIR filter designing using ‘Bilinear Transformation’ method.,5,,2024,6253,B,5,Digital Signal Processing,
Discuss the basic architecture of ADSP series of digital signal processors.,5,,2024,6254,B,5,Digital Signal Processing,
"Obtain the coefficients of an FIR low pass filter to meet the specifications using window method: Passband edge frequency=1.5 kHz, Transition width= 0.5 kHz, Stopband attenuation >50 dB, Sampling frequency 8 kHz.",5,,2024,6255,C,10,Digital Signal Processing,
Discuss the basic architecture of TMS series of digital signal processors.,5,,2024,6256,C,10,Digital Signal Processing,
Draw the small signal equivalent model of common emitter transistor.,20,,2024,6257,A,2,Analog Devices and Circuits,
Why is negative feedback employed in high gain amplifiers?,20,,2024,6258,A,2,Analog Devices and Circuits,
What is meant by the term reverse saturation current in a BJT?,20,,2024,6259,A,2,Analog Devices and Circuits,
What is the criterion for oscillation in oscillators?,20,,2024,6260,A,2,Analog Devices and Circuits,
"How does a p-n junction possess capacitance, and what are the types of capacitance it offers?",20,,2024,6261,A,2,Analog Devices and Circuits,
